anime_id,title,alpha,omega,zeta
23121,Jinsei,189,133,133
53,Ai Yori Aoshi,100,111,169
36563,Megalo Box,44,169,157
35806,"Haikyuu!!: vs ""Akaten""",140,190,25
31658,Kuroko no Basket Movie 4: Last Game,15,82,146
36884,Hisone to Maso-tan,49,213,84
6164,Aoi Hana,30,17,169
33193,Shi Wan Ge Leng Xiaohua,18,61,125
17871,Yonhyakunijuu Renpai Girl,117,167,89
511,Kidou Shinsengumi Moeyo Ken TV,143,200,49
36864,Akkun to Kanojo,162,68,89
10165,Nichijou,195,157,55
26163,Ganbare! Lulu Lolo 2nd Season,73,142,219
30313,Kaiketsu Zorori Movie: Uchuu no Yuusha-tachi,41,142,95
36166,Fireball Humorous,91,137,178
9154,Kindaichi Shounen no Jikenbo Movie 2: Satsuriku no Deep Blue,4,184,207
34964,Killing Bites,118,147,133
25719,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",57,89,133
7915,Otaku no Seiza,169,219,184
9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,188,189,33
5246,Adesugata Mahou no Sannin Musume,169,219,49
14045,Mangirl!,103,164,133
34125,High School Fleet OVA,57,89,133
292,Dear Boys,69,68,49
31237,Ganbare-bu Next!,135,61,95
3874,Ashita e Free Kick,109,15,178
8246,Naruto: Shippuuden Movie 4 - The Lost Tower,76,126,18
8525,Kami nomi zo Shiru Sekai,95,24,29
32034,Soukyuu no Fafner: Dead Aggressor - Exodus Special,179,137,207
1487,.hack//Unison,23,98,162
3935,Karakuri Kiden: Hiwou Senki,169,219,49
2505,Ringetsu The Animation,145,15,175
1795,Dirty Pair: Bouryaku no 005-bin,192,196,175
3460,Bosco Daibouken,109,15,178
17187,Ghost in the Shell: Arise - Border:1 Ghost Pain,26,33,126
21105,Love Stage!!,181,193,157
98,Mai-HiME,153,155,126
32084,"Watashitachi, Luck Logic-bu!",91,137,89
34738,Sengoku Choujuu Giga: Otsu,138,164,178
9905,Captain (TV),146,61,195
34511,Hei Mao Jing Zhang (1992),123,61,95
31373,Rudolf to Ippaiattena,126,219,49
30470,Himitsukessha Taka no Tsume DO,60,95,125
7472,Gintama Movie 1: Shinyaku Benizakura-hen,136,157,29
36424,Princess Principal: Ange Report,162,68,188
51,Tenshi Kinryouku,89,57,189
15005,Kyou no Asuka Show,129,167,109
30305,Norakuro Compilation OVA,104,142,125
3816,Idol Fight Suchie-Pai 2,169,219,49
4719,Queen&#039;s Blade: Rurou no Senshi,141,159,167
8217,Jewelpet Twinkle☆,148,207,89
4060,Grimm Masterpiece Theater,133,149,178
25801,Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,69,68,89
2252,Devilman,201,196,178
950,Street Fighter Alpha: Generations,128,144,178
5027,Stitch!,156,164,200
912,Ninkuu,10,196,178
7769,Ookami-san to Shichinin no Nakama-tachi,161,4,126
32059,Master of Torque 3,198,61,184
198,Speed Grapher,89,57,33
16668,Kakumeiki Valvrave,149,59,157
3574,Switch,45,166,91
31518,Honoo no Haramase Motto! Hatsuiku! Karada Sokutei 2,14,15,149
34315,Shimajirou to Niji no Oasis,96,142,219
430,Fullmetal Alchemist: The Conqueror of Shamballa,219,47,29
30953,Arslan Senki (TV) Specials,162,68,119
3033,Digimon Tamers: Bousou Digimon Tokkyuu,74,108,173
36027,Ousama Game The Animation,42,121,66
33130,Naze Ikiru: Rennyo Shounin to Yoshizaki Enjou,18,61,195
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,3,122,169
32898,Mobile Suit Gundam 0083: Stardust Memory Picture Drama - The Mayfly of Space 2,82,15,207
35459,Boku no Hero Academia: Training of the Dead,175,119,169
10213,Maji de Watashi ni Koi Shinasai!,213,147,49
35465,"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",91,137,207
30417,Panpaka Pants O-New!,60,95,125
1040,Mizuiro Jidai,109,15,200
33142,Re:Zero kara Hajimeru Break Time,178,187,109
975,Yokohama Kaidashi Kikou,190,31,126
22759,Toaru Kagaku no Railgun S: Daiji na Koto wa Zenbu Sentou ni Osowatta,178,187,10
10342,Tetsuwan Atom: Uchuu no Yuusha,169,219,49
1389,Yakin Byoutou San,115,15,68
311,Ace wo Nerae!,10,196,178
6733,Ginga Tetsudou 999: Kimi wa Senshi no You ni Ikirareru ka?,109,15,178
32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,140,190,129
569,Musekinin Kanchou Tylor,167,117,169
1240,Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,99,149,118
34453,Uma Musume: Pretty Derby,162,68,188
3213,Ganbare Genki,4,184,49
21327,Isshuukan Friends.,1,47,29
3125,Tokimeki Tonight,133,149,207
31885,Majuu Jouka Shoujo Utea,163,137,149
21775,Yugami-kun ni wa Tomodachi ga Inai,91,137,200
2828,Ie Naki Ko,133,149,213
34529,Toriko no Kusari,163,137,116
21497,Sengoku Musou SP: Sanada no Shou,162,68,49
1252,Fushigi no Umi no Nadia: Original Movie,143,200,200
3736,Parappa the Rapper,91,137,49
28835,Tesagure! Bukatsumono Spin-off Purupurun Sharumu to Asobou,113,164,188
20517,Little Busters!: EX,178,187,126
34076,Uchouten Kazoku 2,195,157,24
33997,Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,91,137,3
5535,Tottoi,169,219,1
19211,Suisei no Gargantia Specials,178,187,169
4454,Macross F: Close Encounter - Deculture Edition,164,138,165
17897,Hana wa Saku,156,164,94
34338,Lost Song,91,137,178
31793,Mahou Shoujo Nante Mou Ii Desukara.,158,121,116
21641,Planet:Valkyrie,91,137,49
15915,Magical Hat,146,61,48
12431,Uchuu Kyoudai,142,185,97
228,Jigoku Shoujo,176,47,146
28391,Ao no Kanata no Four Rhythm,35,167,82
1617,Massugu ni Ikou.,109,15,200
6941,Toriko: Jump Super Anime Tour 2009 Special,187,178,57
8685,Ryuuichi Manga Gekijou Onbu Obake,18,61,176
495,Bakuretsu Hunters,67,175,175
24037,Selector Spread WIXOSS,80,109,126
8634,Koisuru Boukun,45,166,126
35086,"Donten ni Warau Gaiden: Ketsubetsu, Yamainu no Chikai",169,219,178
16592,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,183,4,205
234,Dan Doh!!,91,137,200
10391,Kuragehime: Soreike! Amars Tankentai,77,137,188
10431,"Baka to Test to Shoukanjuu: Matsuri - Sentaku ni Yotte Tenkai ga Kawaru ""LIPS Eizou""",178,187,133
24629,Koufuku Graffiti,189,133,109
10863,Steins;Gate: Oukoubakko no Poriomania,152,41,29
25907,Glass no Hana to Kowasu Sekai,57,89,109
3147,Me gumi no Daigo: Kajiba no Baka Yarou,109,15,207
11483,Redline Pilot,187,178,160
358,"Iriya no Sora, UFO no Natsu",207,111,33
3637,Bouken Yuuki Pluster World,4,184,178
36722,Shen Qi Huan Qi Tan,55,142,219
14663,Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,141,159,133
694,Canvas 2: Niji-iro no Sketch,170,209,49
22293,Mahou no Yousei Persia: Escape!,169,219,184
34927,Rilu Rilu Fairilu: Mahou no Kagami,157,195,125
18671,Chuunibyou demo Koi ga Shitai! Ren,197,24,29
1453,Maison Ikkoku,167,117,126
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,180,86,89
8460,Mirai Nikki,207,111,4
10513,Usavich IV,156,164,149
2009,Yawara! Special: Zutto Kimi no Koto ga... .,109,15,178
1580,Mouryou Senki Madara,82,15,196
33075,Musaigen no Phantom World Special,178,187,10
1593,Azumanga Web Daioh,217,122,193
11255,Ikkitousen: Shuugaku Toushi Keppuuroku,141,159,49
2015,Wind: A Breath of Heart,186,175,140
32313,Concrete Revolutio: Choujin Gensou - The Last Song,200,133,169
2686,Tetsujin 28-gou,109,15,49
19953,Zetsumetsu Kigu Shoujo: Amazing Twins,129,167,133
33949,Oshiete! Galko-chan: Natsuyasumitte Hontou Desu ka?,200,133,37
581,Honoo no Labyrinth,201,196,178
1311,Chobits Recap,100,111,82
35727,Mayoiga no Oneesan The Animation,102,137,89
12157,Busou Chuugakusei: Basket Army,103,164,140
2826,Oz no Mahoutsukai (1986),109,15,49
14237,Busou Shinki,35,167,133
8422,Vampire Knight: Gekiai no Portrait,69,68,167
2820,Time Travel Tondekeman!,109,15,178
30375,Starmyu,218,207,100
3488,Genji Monogatari,10,196,200
35849,Darling in the FranXX,196,10,7
9525,Junod,169,219,184
443,Onegai☆Teacher: Himitsu na Futari,100,111,33
12021,Poyopoyo Kansatsu Nikki,49,213,91
6548,Tengen Toppa Gurren Lagann: Kirameki★Yoko Box - Pieces of Sweet Stars,3,122,169
1220,Hoshizora Kiseki,207,111,92
3268,Mai-Otome 0: S.ifr,153,155,91
9479,Coppelion,149,59,4
3758,Panda no Daibouken,169,219,184
12715,The Hakkenden: Shin Shou,109,15,178
3802,Gakuen Nanafushigi,52,15,49
16762,Mirai Nikki: Redial,164,138,29
32133,Kemushi no Boro,157,195,184
32105,Sousei no Onmyouji,118,147,147
31645,Persona 5 the Animation: The Day Breakers,196,10,109
31283,Bikini Warriors Special,117,167,221
28479,Detective Conan Movie 19: The Hellfire Sunflowers,92,170,124
10797,Kayoe! Chuugaku,18,61,195
5277,Sekirei: Pure Engagement,131,106,126
1387,Yakin Byoutou,115,15,178
34872,Tapuri Card x Kaijuu Sakaba Kanpai: Kanegon no Shuchou,123,61,125
2057,Ojousama Sousamou,124,15,49
4138,Chiisana Pengin: Lolo no Bouken,63,164,178
9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,19,142,125
31080,Anne Happy♪,189,133,109
3032,Digimon Tamers: Boukensha-tachi no Tatakai,0,144,173
11385,Digimon Xros Wars: Toki wo Kakeru Shounen Hunter-tachi,0,144,173
10357,Jinrui wa Suitai Shimashita,195,157,55
4014,Choujin Locke: Lord Leon,82,15,49
14347,Ryo,149,59,109
1792,Overman King Gainer,147,213,178
34962,Digimon Adventure tri. 5: Kyousei,98,186,124
1298,Project A-Ko 4: Final,192,196,175
15687,Chuunibyou demo Koi ga Shitai! Lite,178,187,4
32086,Blame! Movie,183,4,4
11065,Shoukoujo The Animation,154,137,175
1443,Sol Bianca,192,196,178
10589,Naruto: Shippuuden Movie 5 - Blood Prison,76,126,18
3691,Watashi to Watashi: Futari no Lotte,126,219,196
34504,Seitokai Yakuindomo Movie,196,10,151
1155,Melty Lancer,124,15,49
206,Lodoss-tou Senki: Eiyuu Kishi Den,173,175,213
35815,Boku dake ga Inai Machi Recap,162,68,89
1262,Macross II: Lovers Again,187,178,189
23277,Saenai Heroine no Sodatekata,1,47,104
32321,Lupin III (2015): Italian Game,109,15,178
37047,Imouto sae Ireba Ii. (ONA) Specials,193,15,207
3389,Bus Gamer,89,57,57
9798,Pandane to Tamago-hime,156,164,149
2724,Daicon Opening Animations,147,213,118
27387,Under the Dog,149,59,4
28677,Yamada-kun to 7-nin no Majo (TV),197,24,29
2508,Genshiken 2,68,122,18
341,Spiral: Suiri no Kizuna,188,189,165
28105,Shirobako Specials,189,133,193
1103,Shinkon Gattai Godannar!!,187,178,175
1386,Blood Royale,52,15,15
1270,Black Magic M-66,173,175,178
297,Grenadier: Hohoemi no Senshi,170,209,92
401,Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,219,47,105
3001,Moyashimon,68,122,126
3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,126,219,184
17741,Kimi no Iru Machi,149,59,33
21829,Fella Pure: Mitarashi-san Chi no Jijou The Animation,154,137,149
30778,Fairy Tail Movie 2: Dragon Cry,175,119,82
264,Hajime no Ippo: Champion Road,142,185,29
6877,Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki,27,207,89
9588,Kyouiku Shidou The Animation,145,15,116
1297,Project A-Ko 3: Cinderella Rhapsody,192,196,175
32676,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,97,142,219
8628,Chains & Rings,91,137,200
3435,Joou Heika no Petite Angie,4,184,49
5983,Higepiyo,156,164,188
156,X,49,213,169
9996,Hyouge Mono,49,213,213
34204,Hibike! Euphonium 2 Specials,178,187,187
27967,Senran Kagura Estival Versus: Shoujo-tachi no Sentaku,117,167,167
3193,Asobot Senki Gokuu,109,15,178
3626,Mobile Suit Gundam Wing: Operation Meteor,188,189,189
10525,Shinseiki Duel Masters Flash,169,219,49
15119,Senran Kagura,35,167,167
5485,Shin Mazinger Shougeki! Z-hen,147,213,213
2157,Koutetsushin Jeeg,147,213,178
33203,Fukumenkei Noise,175,119,109
1517,Silent Möbius,187,178,178
17813,Kyoto Animation: Megane-hen,77,137,143
121,Fullmetal Alchemist,171,41,29
5630,Higashi no Eden,171,41,29
37180,A Tang Qi Yu,41,142,95
2963,Minami-ke,220,105,135
2903,Sakigake!! Otokojuku,10,196,178
4970,Afro Samurai: Resurrection,110,4,126
26453,Tribe Cool Crew,162,68,188
2066,Gall Force: The Revolution,82,15,178
13203,Lupin the Third: Mine Fujiko to Iu Onna,70,169,126
10224,Uchuu Majin Daikengou,157,195,125
10360,Kinniku Banzuke: Kongou-kun no Daibouken!,157,195,125
17875,Papa no Iukoto wo Kikinasai! OVA,213,147,82
8353,Ketsuinu,146,61,195
740,Bishoujo Senshi Sailor Moon R,159,108,126
12505,C³ Special,213,147,133
35158,Warau Salesman Tokubetsu Bangumi,135,61,95
29831,Tamayura: Sotsugyou Shashin Part 4 - Ashita,144,20,37
16241,"Yondemasu yo, Azazel-san. Z",200,133,169
34177,Tenshi no 3P!,189,133,133
507,Gravitation: Lyrics of Love,45,166,1
30445,"Wake Up, Girls! Deai no Kiroku: A Brief Recording",91,137,200
9736,Astarotte no Omocha!,94,133,49
1618,Soreyuke! Uchuu Senkan Yamamoto Yohko (1999),10,196,175
35007,Kamigami no Ki: Xmas Special,146,61,48
34295,Choboraunyopomi Gekijou Dai San Maku Ai Mai Mii: Surgical Friends,113,164,89
31240,Re:Zero kara Hajimeru Isekai Seikatsu,152,41,29
33846,Garo: Guren no Tsuki - Yurugaro,126,219,219
200,Tenshi na Konamaiki,188,189,117
25397,Absolute Duo,118,147,147
9121,Heroman Specials,187,178,116
31846,Puzzle & Dragons CM,91,137,116
24151,Ao Haru Ride OVA,175,119,169
32881,Tiger Mask W,200,133,188
17209,Suzy&#039;s Zoo: Daisuki! Witzy - Happy Birthday,169,219,49
32892,Himitsukessha Taka no Tsume GT,135,61,95
586,Ayakashi: Japanese Classic Horror,49,213,126
34290,Kirakira☆Precure A La Mode,56,137,188
31785,Hakuouki Shinkai: Kaze no Shou,91,137,207
10703,Detective Conan OVA 11: A Secret Order from London,39,207,186
2466,Scramble Wars: Tsuppashire! Genom Trophy Rally,124,15,196
20755,Ganbare! Lulu Lolo,73,142,219
1324,Earthian,151,68,178
1113,One: Kagayaku Kisetsu e - True Stories,186,175,175
5356,Canaan,137,179,157
5234,Zettai Yareru Greece Shinwa,126,219,184
4720,White Album,207,111,33
16393,Norakuro-kun,146,61,195
30948,Kowabon,200,133,94
77,Mahou Shoujo Lyrical Nanoha A&#039;s,58,4,157
2032,Wellber no Monogatari: Sisters of Wellber,143,200,98
32174,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.",57,89,89
1492,Project ARMS,187,178,178
15863,Ginga Kikoutai Majestic Prince,149,59,156
6899,Stitch!: Itazura Alien no Daibouken,109,15,178
20045,IS: Infinite Stratos 2 - Hitonatsu no Omoide,213,147,49
32369,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,55,142,95
9890,Major: Message,36,157,146
10578,C³,131,106,49
31911,Pokemon Fushigi no Dungeon: Magnagate to Mugendai Meikyu,155,207,89
743,Umi ga Kikoeru,49,213,169
12689,Kiss Dum R: Meguriahi,91,137,175
2848,Kappa no Coo to Natsuyasumi,49,213,117
3915,Time Bokan,109,15,49
10697,Asa kara Zusshiri Milk Pot,163,137,116
2076,Kindaichi Shounen no Jikenbo,69,68,89
6553,Junjou Romantica Special,45,166,118
35315,ChäoS;Child: Silent Sky,214,99,49
7561,Kaitou Reinya,156,164,89
626,Mamotte Shugogetten!,25,196,175
22101,Soredemo Sekai wa Utsukushii,1,47,157
34552,Dream Festival! R,111,207,3
1619,Negima!? Haru Special!?,153,155,179
17505,Mushibugyou,149,59,156
6381,Strike Witches 2,94,133,169
12611,Sengoku Collection,129,167,167
14719,JoJo no Kimyou na Bouken (TV),142,185,97
1856,Kimi ga Nozomu Eien: Ayu Mayu Gekijou,190,31,140
14345,Btooom!,197,24,29
5228,Initial D Extra Stage 2,202,84,91
340,Mutsu Enmei Ryuu Gaiden: Shura no Toki,69,68,113
5147,Comic Party Revolution OVA,119,175,140
30514,Nisekoimonogatari,178,187,169
32698,Monster Musume no Iru Nichijou OVA,172,133,133
461,One Piece Movie 3: Chinjuu-jima no Chopper Oukoku,203,82,126
2089,Choujikuu Seiki Orguss,10,196,178
599,Yuugen Kaisha,192,196,178
29854,Ushio to Tora (TV),183,4,157
10349,Suzy&#039;s Zoo: Daisuki! Witzy,82,15,178
216,Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,186,175,200
5420,Kemono no Souja Erin,66,193,123
36428,Zhan Guo FAN,146,61,195
1369,Detective Conan OVA 01: Conan vs. Kid vs. Yaiba,39,207,91
32158,Mobile Suit Gundam-san: Bouya Dakara sa,126,219,196
3305,Muteki Koujin Daitarn 3,10,196,175
36124,Ito Junji: Collection,200,133,109
1227,Shuten Douji,82,15,178
2087,VS Knight Lamune & 40 Fire,109,15,49
4689,Kaze no Toori Michi,156,164,178
34389,Koro-sensei Quest!,175,119,186
3102,Kateikyoushi no Oneesan The Animation: H no Hensachi Agechaimasu,6,15,200
5713,Minami-ke Betsubara,68,122,82
10808,Mobile Suit Gundam AGE,162,68,10
32864,JK to Ero Konbini Tenchou,163,137,116
3821,Portable Kuukou,156,164,149
5,Cowboy Bebop: Tengoku no Tobira,150,41,97
7041,Seto no Hanayome OVA Specials,119,175,162
17849,Sparrow&#039;s Hotel,103,164,133
34096,Gintama.,208,41,29
1174,Munto,188,189,200
2135,"Sora no Iro, Mizu no Iro",6,15,175
36223,New My Tear CL Series,91,137,178
6024,Chi&#039;s Sweet Home: Atarashii Ouchi,49,213,91
3763,Chouon Senshi Borgman: Lovers Rain,169,219,184
34494,Sakura Quest,183,4,47
79,Shuffle!,207,111,18
36727,Shimajirou Movie: Mahou no Shima no Daibouken,198,61,95
33173,Sansha Sanyou Specials,57,89,89
8063,Sekaiichi Hatsukoi OVA,181,193,191
31433,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,209,25,170
4240,Ginga Senpuu Braiger,4,184,49
4080,Kyou kara Maou! 3rd Series,221,113,124
31049,Beyblade Burst,122,68,200
2612,Spoon Oba-san,109,15,49
754,Yuki no Joou (TV),133,149,178
36577,Dungeon Meshi: Senshi no Kantan Cooking!,126,219,15
2001,Tengen Toppa Gurren Lagann,48,41,146
2814,Dondon Domeru to Ron,109,15,49
1606,Kekkaishi,188,189,169
919,Ray The Animation,89,57,38
368,Bible Black,93,15,169
35757,Gin no Guardian 2nd Season,42,121,49
11813,Shijou Saikyou no Deshi Kenichi OVA,188,189,169
35909,Guruguru Petit Anime Gekijou,169,219,184
17917,Danball Senki Wars,179,137,200
1541,Souten no Ken,187,178,178
22147,Amagi Brilliant Park,1,47,104
9393,T.P. Sakura: Time Paladin Sakura,103,164,188
31452,Norn9: Norn+Nonet,42,121,49
12745,Bari Bari Densetsu (1987),82,15,207
12185,Mameushi-kun,97,142,219
12117,Detective Conan Movie 16: The Eleventh Striker,92,170,91
9979,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,56,137,89
163,Power Stone,187,178,178
896,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,182,33,126
7647,Arakawa Under the Bridge,194,123,97
34836,Future Card Buddyfight Battsu,169,219,184
34540,Pokemon: Kimi ni Kimeta!,38,207,201
22099,Hero Bank,122,68,49
5040,One Outs,142,185,97
1250,Erementar Gerad,137,179,201
537,Tekken,128,144,144
32467,Under the Dog: Anthea-chan,165,137,200
30344,The iDOLM@STER Cinderella Girls 2nd Season,166,52,82
27653,Crayon Shin-chan Movie 23: Ora no Hikkoshi Monogatari - Saboten Daisuugeki,179,137,3
4358,Aniyome wa Ijippari,177,15,200
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,109,15,178
23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,175,119,124
4107,Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,142,185,97
3298,Hatenkou Yuugi,221,113,201
2429,Unico: Mahou no Shima e,10,196,178
10338,Honto ni Atta! Reibai Sensei,103,164,214
12053,Mardock Scramble: The Third Exhaust,149,59,193
1614,Captain Tsubasa: Road to 2002,188,189,124
10189,Hunter x Hunter Pilot,31,190,162
1137,Mushrambo,187,178,178
3299,H2O: Footprints in the Sand,207,111,126
10739,Panty & Stocking in Sanitarybox,3,122,193
12017,Tiger & Bunny Movie 2: The Rising,209,25,108
36308,Blade Runner: Black Out 2022,26,33,193
36571,Nanocore 3rd Season,55,142,95
1019,Honoo no Mirage,151,68,68
2361,Sei Juushi Bismarck,59,149,178
31772,One Punch Man Specials,15,82,135
33730,Chain Chronicle: Haecceitas no Hikari Part 3,214,99,190
29035,Robot Girls Z Plus,113,164,69
16474,Soushisouai Note The Animation,154,137,89
634,Koi Kaze,207,111,157
11033,"Natsu-iro Egao de 1, 2, Jump!",5,201,109
36103,Nandaku Mou,191,65,195
33728,Chain Chronicle: Haecceitas no Hikari Part 1,214,99,10
10793,Guilty Crown,197,24,29
17753,Kuruneko: Nyaalock Holmes no Bouken,157,195,184
1599,Eat-Man &#039;98,63,164,178
21635,GJ-bu@,178,187,151
36516,Beatless,214,99,49
3120,Bobby ni Kubittake,10,196,178
19121,Doctor Chichibuyama,126,219,184
2510,Sengoku Majin Goushougun,4,184,49
2101,Singles,157,195,125
7106,Ougon Senshi Gold Lightan,126,219,15
4481,Saiyuuki,10,196,178
8423,Ookiku Furikabutte: Natsu no Scorebook,109,15,178
345,Eikoku Koi Monogatari Emma,49,213,169
34822,Tsuki ga Kirei,195,157,29
15699,Haiyore! Nyaruko-san W,161,4,4
20843,Senki Zesshou Symphogear G: Senki Zesshou Shinai Symphogear,103,164,188
21469,Stand By Me Doraemon,92,170,89
3577,Kyouran Kazoku Nikki,190,31,165
32015,Ajin OVA,175,119,124
34451,Kekkai Sensen & Beyond,183,4,185
2993,Rosario to Vampire,131,106,18
3176,Nessa no Haou Gandalla,126,219,1
2106,Kiss Dum: Engage Planet,143,200,49
28595,Pac-World,157,195,184
6060,Ichigatsu ni wa Christmas,126,219,1
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,196,10,169
33720,Girls & Panzer Movie: 3-pun Chotto de Wakaru!! Girls & Panzer,91,137,89
4835,Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,75,4,18
553,Yami no Matsuei,45,166,172
11705,Dragon Age: Blood Mage no Seisen,162,68,10
2695,Mobile Suit Gundam 0083: The Fading Light of Zeon,187,178,189
3312,Dr. Slump,187,178,213
15377,Hyakka Ryouran: Samurai Bride,118,147,49
1162,Maze☆Bakunetsu Jikuu,192,196,178
32953,Koi ni Naritai Aquarium,57,89,89
33222,Fudanshi Koukou Seikatsu,218,207,207
27,Trinity Blood,89,57,169
1888,Ichigo Mashimaro OVA,217,122,169
834,Bleach: The Sealed Sword Frenzy,86,180,189
3936,Personal Computer Travel Tanteidan,109,15,149
31424,Inyouchuu Etsu Special,108,15,149
12481,Gregory Horror Show: The Second Guest,169,219,207
32094,Reikenzan: Hoshikuzu-tachi no Utage,214,99,10
19297,Ketsuekigata-kun! Featuring Yuri & Nasuno,165,137,94
33421,Hitori no Shita: The Outcast,42,121,49
15743,Yuugen Kaisha: Jiken File 00 - Hajimari wa Ayashiku mo Hanayaka ni,169,219,137
36818,Chikyuu wa Guruguru Merry-Go-Round,96,142,219
10209,Kore wa Zombie Desu ka? OVA,161,4,126
35567,Gundam Build Fighters: Battlogue,162,68,207
1314,DT Eightron,109,15,175
2161,Skull Man,173,175,38
482,Yu☆Gi☆Oh!: Duel Monsters GX,0,144,190
23237,Chuunibyou demo Koi ga Shitai! Ren Specials,178,187,10
23989,Maken-Ki! Two Specials,141,159,49
34541,Mary to Majo no Hana,49,213,52
7708,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,145,15,175
1941,Moonlight Mile 1st Season: Lift Off,173,175,38
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,83,61,176
27655,Aldnoah.Zero 2nd Season,197,24,24
31988,Hibike! Euphonium 2,195,157,55
33528,Kubbe Kort Animasjon,62,142,219
2967,Saishuu Shiken Kujira,37,15,15
6203,Sasameki Koto,72,179,193
2136,Front Innocent: Mou Hitotsu no Lady Innocent,93,15,175
9353,D.C. I&II P.S.P. Re-Animated,186,175,187
4459,Ojarumaru,126,219,68
13495,Tokyo Disney Resort: Yume ga Kanau Basho,156,164,178
4192,Hayate no Gotoku!!,125,157,18
37045,Imouto sae Ireba Ii. (ONA),179,137,89
30746,Fushigi na Somera-chan,113,164,89
36135,Oretacha Youkai Ningen,157,195,195
8249,Votoms Finder,63,164,178
3668,Telepathy Shoujo Ran,143,200,140
985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,182,33,126
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,95,24,29
36038,Net-juu no Susume,1,47,24
4052,Medarot Damashii,0,144,173
289,Comic Party,25,196,140
2955,Hana no Joshi Announcer: Newscaster Etsuko,177,15,175
1325,Hamelin no Violin Hiki,10,196,178
31903,Isobe Isobee Monogatari: Ukiyo wa Tsurai yo (2015),46,61,48
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,10,196,178
18179,Yowamushi Pedal,65,157,19
35321,Haikyuu!!: Tokushuu! Haru-kou Volley ni Kaketa Seishun,179,137,207
8963,Stitch!: Piko Kara no Chousenjou,169,219,207
23353,Itsuka no Main: Kaminari Shounen - Tenta Sanjou!,62,142,95
31733,Bishoujo Senshi Sailor Moon Crystal Season III,99,149,145
21659,Kill la Kill Specials,1,47,205
6372,Higashi no Eden Movie I: The King of Eden,219,47,29
23259,Gundam: G no Reconguista,200,133,99
16518,Arata Kangatari,149,59,59
33025,Ginga Kikoutai Majestic Prince Movie: Kakusei no Idenshi,162,68,207
21797,Chuunibyou demo Koi ga Shitai! Ren Lite,178,187,82
19619,Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,33,15,3
2973,Fire Tripper,10,196,178
15379,Kotoura-san,161,4,126
3322,Wagaya no Oinari-sama.,137,179,156
155,X/1999,89,57,172
31403,Colosseum no Senki: Another Story,163,137,200
1148,Teito Monogatari,201,196,175
30449,Dr. Slump: Robot Taiketsu! Shukuteki Dr. Mashirito Toujou / Keen de Yuushou!? Penguin Grand Prix,47,219,184
916,Tokkou,89,57,80
2471,Doraemon (1979),133,149,143
1198,Tsuyokiss,170,209,209
1821,Guren,52,15,49
36001,Alice or Alice: Siscon Niisan to Futago no Imouto,158,121,89
1576,Bakumatsu Kikansetsu Irohanihoheto,89,57,179
1093,Oishinbo,4,184,49
17787,Ouritsu Uchuugun: Honneamise no Tsubasa - Pilot Film,109,15,207
17731,Ketsuekigata-kun!,77,137,143
1829,Gedo Senki,116,148,126
16397,Photokano,118,147,133
34547,Shoukoku no Altair,175,119,52
2451,Space Cobra,147,213,117
